timestamp,imu_angular_velocity.x,imu_angular_velocity.y,imu_angular_velocity.z,imu_linear_acceleration.x,imu_linear_acceleration.y,imu_linear_acceleration.z,gps_latitude,gps_longitude,gps_altitude,pose_pose.position.x,pose_pose.position.y,pose_pose.position.z,vel_vector.x,vel_vector.y,vel_vector.z
1501822123.031318,0.002430921999754,0.0014767774400572,0.0006969802061184,0.1652412265539169,-0.0263445768505334,0.0761191099882125,42.305970862879136,-83.24483290107803,156.02141883583943,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0211074878756401,0.0507603759548288,0.0009931534030533
1501822123.039287,0.000800770732839,0.0030471467872279,0.000719217536202,0.2102505266666412,-0.0399504490196704,0.1093806996941566,42.30597086518732,-83.24483290067154,156.0214041033645,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0207833259791292,0.0535963959788458,0.0018711859501421
1501822123.041314,-0.0001716903089238,0.0032523384078064,0.0003444835605515,0.2029628455638885,-0.0380456373095512,0.0997076854109764,42.30597086750485,-83.24483290019782,156.0213868537504,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0207833259791292,0.0535963959788458,0.0018711859501421
1501822123.049296,-0.0004629104851274,0.0027708633297066,0.0007362226910111,0.1756415665149688,-0.0340904034674167,0.026825500652194,42.305970869834496,-83.24483289968052,156.02136782839386,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0200469482006858,0.0539909078286892,0.0020950224375414
1501822123.05131,9.110080144420892e-05,0.0008250717526931,0.0003405590389842,0.1398596912622451,-0.0577830709517002,-0.0230523850768804,42.30597087218544,-83.24483289917237,156.02134789619396,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0200469482006858,0.0539909078286892,0.0020950224375414
1501822123.059303,-0.0004911518910826,-0.0002348495213458,0.0012209910902909,0.1305961906909942,-0.0515949837863445,-0.0598549209535121,42.30597087453789,-83.24483289864801,156.02132843576126,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0191563687505094,0.0542798672414607,0.0015048767424019
1501822123.061313,0.0011462955334608,-0.0008356122400006,0.0009078921614797,0.1144462153315544,-0.029682021588087,-0.0797776654362678,42.30597087693318,-83.24483289811953,156.0213107141496,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0191563687505094,0.0542798672414607,0.0015048767424019
1501822123.069293,0.0018288507171319,-0.0008435101771084,0.0011895960880869,0.126728281378746,-0.0263759512454271,-0.0350796654820442,42.30597087935303,-83.2448328975636,156.021294589243,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0182461380794416,0.0557644203057365,0.0015484341886322
1501822123.071316,0.0012531556524232,0.0001328428037852,0.0008096294495226,0.13472780585289,-0.0413604974746704,0.0734614729881286,42.30597088178633,-83.2448328969473,156.02127851209207,1294.558671633213,-1777.5352957692023,-5.597899857108232,-0.0182461380794416,0.0557644203057365,0.0015484341886322
1501822123.079294,-9.92454271767529e-05,0.0003424313140514,0.0010218502289255,0.1602740287780761,-0.0257900226861238,0.0996720045804977,42.30597088421473,-83.24483289627571,156.0212602790686,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0183583644075375,0.0567504116994411,0.0020466409087635
1501822123.089289,-0.0015255901399687,0.0028801319969947,0.000944518428698,0.1476836800575256,-0.011998675763607,0.0067484565079212,42.30597088911046,-83.24483289470294,156.02122097533598,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0176722345412414,0.059970188385388,0.0018761587390636
1501822123.091318,-0.0019227219440707,0.0029816964825473,0.0001741214186972,0.128410130739212,-0.0262165796011686,-0.0415238700807094,42.305970891570354,-83.24483289383099,156.02120180973853,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0176722345412414,0.059970188385388,0.0018761587390636
1501822123.099316,-0.0013380511942506,0.0027809919243016,0.0005540878296964,0.1205288469791412,-0.048165526241064,-0.0765207782387733,42.30597089405385,-83.24483289293477,156.0211841700709,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0166879268040853,0.0604938432897268,0.0009649177411088
1501822123.101307,-0.0010535697388688,0.0020019476055343,0.0007440709539228,0.121403582394123,-0.0534159168601036,-0.1131577715277671,42.30597089655589,-83.2448328920283,156.02116860801232,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0166879268040853,0.0604938432897268,0.0009649177411088
1501822123.109279,-0.000677378534265,0.0005430588577875,0.0011266534200499,0.1296073794364929,-0.0337057746946811,-0.1083803176879882,42.30597089907215,-83.2448328911255,156.021155165303,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0157874029744884,0.0605614573529704,0.0001553745133682
1501822123.11132,0.0005737738956683,-0.0001502026430826,0.0010126942472881,0.1155446544289588,-0.0130660878494381,-0.0831608697772026,42.305970901619474,-83.24483289021563,156.0211439926526,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0157874029744884,0.0605614573529704,0.0001553745133682
1501822123.119325,0.0007512110994655,-0.0018007290103848,0.0012039852202774,0.1034722179174423,-0.0144143784418702,-0.0332495458424091,42.305970904170245,-83.24483288931462,156.0211334708911,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0160456989663557,0.0609784363232313,4.876966928608556e-05
1501822123.12131,-0.0006150192129394,-0.0018818875442334,0.00064057658684,0.10045076161623,0.000852501951158,-0.0283196456730365,42.30597090670771,-83.24483288837816,156.02112353890013,1294.5577350917115,-1777.5324619133637,-5.597818528821214,-0.0160456989663557,0.0609784363232313,4.876966928608556e-05
1501822123.129297,-0.0007175758170241,-0.0023655460763304,0.0006418852158258,0.1028555557131767,0.0157459620386362,-0.0298720858991146,42.30597090924585,-83.2448328874221,156.02111410108552,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0157958504473177,0.0625526376574201,-0.0005305436983714
1501822123.13131,-0.000986163155114,-0.0003260884060021,0.0005488563046078,0.0893258154392242,0.0042578671127557,-0.051357015967369,42.30597091179516,-83.24483288638864,156.02110677216956,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0157958504473177,0.0625526376574201,-0.0005305436983714
1501822123.139296,-0.000891082127433,-3.628175407433953e-05,0.000159733554369,0.0922374352812767,-0.0077219195663928,-0.0517020374536514,42.30597091435558,-83.24483288532443,156.02110094644536,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0149996229020314,0.0642731940693549,-0.0013081919106744
1501822123.141313,-0.0004870217482519,0.0017044848653029,-0.0001363598457761,0.1268913000822067,0.0138260228559374,-0.0518639497458934,42.30597091694027,-83.24483288419216,156.02109745632808,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0149996229020314,0.0642731940693549,-0.0013081919106744
1501822123.149326,-0.0006799753113836,0.0025794390036071,-0.0008124197869578,0.1615793257951736,0.0100311180576682,-0.0471487529575824,42.30597091953628,-83.24483288299758,156.02109571069246,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0144729198086532,0.0659334990676884,-0.001658833274192
1501822123.151315,-0.0004924416646798,0.0018015163854044,-0.0006211286189128,0.1819899827241897,0.0018345984863117,-0.0138538172468543,42.30597092214097,-83.24483288177184,156.0210944087714,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0144729198086532,0.0659334990676884,-0.001658833274192
1501822123.159318,-0.0010827348638086,0.0001598738482128,0.0001623497720434,0.1666791290044784,0.0071476590819656,-0.0215797368437051,42.30597092473446,-83.24483288052669,156.02109265360548,1294.556935748422,-1777.5293676946376,-5.597841106107614,-0.0147443017790646,0.0662231545676807,-0.0015834614918002
1501822123.181322,-0.000725045151644,-0.0018806151305973,-0.000327649827232,0.0618100613355636,0.0256581101566553,-0.0198394320905208,42.30597037054893,-83.24483245479769,156.01357446096654,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0147954624385811,0.0673104356530006,-0.0034110792731696
1501822123.189284,-0.0003344425459855,-0.0006245379982604,-0.0012054653032621,0.1174956634640693,0.0204186178743839,0.0377050973474979,42.30597037057017,-83.2448324547525,156.01359274849875,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0144327870495973,0.0698081771663617,-0.0032787184635789
1501822123.191325,-0.001293067568629,0.0005501835289079,-0.0013862914705724,0.1871062219142913,0.0451839566230773,0.0425690151751041,42.30597037059064,-83.24483245468767,156.01361057785644,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0144327870495973,0.0698081771663617,-0.0032787184635789
1501822123.20132,-0.0023471523196804,0.0009502563835164,-0.0007901786857965,0.2191851586103439,0.0283756684511899,1.6678657630109228e-05,42.30597037340363,-83.24483244295578,156.0136444947298,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0144154525475563,0.0723800390601251,-0.0031617968123914
1501822123.209309,-0.0017673411886639,0.0005556703169467,-0.0006041194979702,0.1940120458602905,0.0102680176496505,-0.0384048745036125,42.30597037343792,-83.24483244295223,156.01366163008623,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0139164319188715,0.0733226972262916,-0.0035353721666895
1501822123.211316,-0.0016861019017374,-0.0008028365032041,-0.0006054272817145,0.1582081317901611,0.001444328110665,-0.0632517710328102,42.30597037483456,-83.24483243710695,156.01367939486718,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0139164319188715,0.0733226972262916,-0.0035353721666895
1501822123.219291,-4.82771052844212e-05,-0.0009187588470096,-0.0013063407218901,0.1355147957801818,0.0166586302220821,-0.0647720396518707,42.30597037623627,-83.24483243123592,156.01369899682527,1294.556550614568,-1777.5263027116025,-5.597981205867362,-0.0131234007972334,0.073702171113837,-0.0039127573732934
1501822123.229295,0.000334449535483,-0.0030565058218947,0.0001427324632212,0.1093568131327629,0.0502728670835495,0.00517692649737,42.30597037625963,-83.24483243111092,156.0137389245968,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0134916845761844,0.0746238861789315,-0.0035943957417141
1501822123.231364,0.000233578976994,-0.0030553386083232,-0.0001468203439741,0.0970354378223419,0.0339483059942722,0.0450214520096778,42.30597037763752,-83.24483242521953,156.01375834248455,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0134916845761844,0.0746238861789315,-0.0035943957417141
1501822123.241336,-0.000804040452274,-0.0003281981939467,-0.0003263381098635,0.0800425708293914,0.0206707138568162,0.0351841486990451,42.30597038040017,-83.24483241344198,156.01379599843463,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0134883136664689,0.0766670040352135,-0.0034385321233199
1501822123.2493,-0.0023477143402972,0.000562386281265,-0.0004993153315671,0.0827712640166282,0.006789315957576,0.0250735916197299,42.30597038041546,-83.2448324134261,156.01381405569865,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0132764156709353,0.0786173332961464,-0.0036875575046189
1501822123.251328,-0.0014506979669488,0.002103509750418,-2.631911737624625e-05,0.1050179675221443,0.0165308900177478,-0.0234489701688289,42.30597038044824,-83.24483241342877,156.01383307533186,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0132764156709353,0.0786173332961464,-0.0036875575046189
1501822123.259307,-0.0023361178862107,0.0020167866663074,-0.00088712945282,0.1565189659595489,0.0261944010853767,-0.0305527113378047,42.30597038182759,-83.24483240763666,156.01385265358206,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0127552233871432,0.0801144822554944,-0.0039152730336125
1501822123.261333,-0.0007801088029803,0.0015139346490104,-0.0001324291149343,0.2090934962034225,0.0240217130631208,-0.0175271481275558,42.30597038322814,-83.2448324018091,156.01387284095767,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0127552233871432,0.0801144822554944,-0.0039152730336125
1501822123.269373,0.000750670469962,0.0005265303216886,-0.0008320351777318,0.2395995706319809,0.0426266342401504,0.0125834923237562,42.30597038323273,-83.24483240183608,156.01389286486585,1294.5557894747762,-1777.5221880776633,-5.598187709944867,-0.0120352337455878,0.081523073348587,-0.0034844037026648
